Signature,Block Time,Human Time,Action,From,To,Amount,Flow,Value,Decimals,Token Address, Multiplier
3TVos6ihjE4NjGccYHJrrJT4dq9Mq22N8CSdrXFdM8XmNHmE7T3WEYQJKtmXpNJs6qnvR4TZSaqm6neurBG1nVS7,1756973743,2025-09-04T08:15:43.000Z,TRANSFER,Cgrr9RgazhDtigGSu3GAYDbCUV3b1KqPPmuhuUqaoxWJ,7Ab4npbSR7cTi1gKBW6EiUHco5L5HrsCVDRns8j2DiFQ,9270659882,out,1924.18,9,SOL,1.0
2NWA85TbBSHBqQiJf68LRHxdJ48KKLTH6dnvtfaFinKNanTvPsmsbgCAw4vV7RLyVD8TcrRf9DRsX26RRBVjyRAy,1756960349,2025-09-04T04:32:29.000Z,TRANSFER,5g7yNHyGLJ7fiQ9SN9mf47opDnMjc585kqXWt6d7aBWs,Cgrr9RgazhDtigGSu3GAYDbCUV3b1KqPPmuhuUqaoxWJ,9270664882,in,1924.99,9,SOL,1.0
P4Xs7KDhFM6m349FAjpUG3AYCtzazE9tvNpSqksTQzHC71AJ8kUExjLk98XNbKS9itk9ygS2vB3GnmMMz7RffYs,1756959810,2025-09-04T04:23:30.000Z,TRANSFER,Cgrr9RgazhDtigGSu3GAYDbCUV3b1KqPPmuhuUqaoxWJ,7Ab4npbSR7cTi1gKBW6EiUHco5L5HrsCVDRns8j2DiFQ,18732130996,out,3898.26,9,SOL,1.0
QoKv9dWvBRWg1RdJTsvpWJfEKqRXMsKFUzvdcdKVMMy9v7fGRaufgJFvABo9KAgfuN1heEPUTfLrKHKVjQgPGYe,1756959429,2025-09-04T04:17:09.000Z,TRANSFER,Cgrr9RgazhDtigGSu3GAYDbCUV3b1KqPPmuhuUqaoxWJ,7Ab4npbSR7cTi1gKBW6EiUHco5L5HrsCVDRns8j2DiFQ,48035354,out,9.9947,9,SOL,1.0
9yu93wH5MVFbZRM6Av7u77rFmBew7Y4gnsGsKKeDnGTo3PXhPX8v1j8gsMQ1kjrCkpVWG4jp16Vm32tSWZQ1man,1756959104,2025-09-04T04:11:44.000Z,TRANSFER,FWznbcNXWQuHTawe9RxvQ2LdCENssh12dsznf4RiouN5,Cgrr9RgazhDtigGSu3GAYDbCUV3b1KqPPmuhuUqaoxWJ,18780176350,in,3908.1,9,SOL,1.0


Signature
Time

Action
From
To
Amount
Value
Token

3TVos6ihjE4NjGccYHJrrJT4dq9Mq22N8CSdrXFdM8XmNHmE7T3WEYQJKtmXpNJs6qnvR4TZSaqm6neurBG1nVS7
5 months ago
TRANSFER
Cgrr9Rgazh...uhuUqaoxWJ
image
7Ab4npbSR7...Rns8j2DiFQ
-
9.270659882
$1,924.17
image
SOL

2NWA85TbBSHBqQiJf68LRHxdJ48KKLTH6dnvtfaFinKNanTvPsmsbgCAw4vV7RLyVD8TcrRf9DRsX26RRBVjyRAy
5 months ago
TRANSFER
Coinbase Hot Wallet
Cgrr9Rgazh...uhuUqaoxWJ
+
9.270664882
$1,924.99
image
SOL

P4Xs7KDhFM6m349FAjpUG3AYCtzazE9tvNpSqksTQzHC71AJ8kUExjLk98XNbKS9itk9ygS2vB3GnmMMz7RffYs
5 months ago
TRANSFER
Cgrr9Rgazh...uhuUqaoxWJ
image
7Ab4npbSR7...Rns8j2DiFQ
-
18.732130996
$3,898.26
image
SOL

QoKv9dWvBRWg1RdJTsvpWJfEKqRXMsKFUzvdcdKVMMy9v7fGRaufgJFvABo9KAgfuN1heEPUTfLrKHKVjQgPGYe
5 months ago
TRANSFER
Cgrr9Rgazh...uhuUqaoxWJ
image
7Ab4npbSR7...Rns8j2DiFQ
-
0.048035354
$9.99
image
SOL

9yu93wH5MVFbZRM6Av7u77rFmBew7Y4gnsGsKKeDnGTo3PXhPX8v1j8gsMQ1kjrCkpVWG4jp16Vm32tSWZQ1man
5 months ago
TRANSFER
image
Kraken
Cgrr9Rgazh...uhuUqaoxWJ
+
18.78017635
$3,908.09
image
SOL